driver_number,position,date,session_key,meeting_key
31,18,2024-06-08T20:18:36.068000+00:00,9527,1237
44,7,2024-06-08T21:00:26.063000+00:00,9527,1237
55,12,2024-06-08T20:40:06.826000+00:00,9527,1237
63,1,2024-06-08T20:53:18.056000+00:00,9527,1237
77,17,2024-06-08T20:18:36.068000+00:00,9527,1237
81,4,2024-06-08T21:00:26.063000+00:00,9527,1237
1,1,2024-03-02T14:03:47.739000+00:00,9472,1229
2,20,2024-03-02T15:20:49.151000+00:00,9472,1229
3,13,2024-03-02T16:29:07.991000+00:00,9472,1229
4,6,2024-03-02T16:02:48.969000+00:00,9472,1229
10,18,2024-03-02T16:16:39.522000+00:00,9472,1229
11,2,2024-03-02T15:30:05.086000+00:00,9472,1229
14,9,2024-03-02T16:22:27.126000+00:00,9472,1229
16,4,2024-03-02T16:18:36.521000+00:00,9472,1229
18,10,2024-03-02T16:22:27.126000+00:00,9472,1229
20,12,2024-03-02T16:06:35.380000+00:00,9472,1229
22,14,2024-03-02T16:29:07.991000+00:00,9472,1229
23,15,2024-03-02T16:13:09.368000+00:00,9472,1229
24,11,2024-03-02T16:16:07.645000+00:00,9472,1229
27,16,2024-03-02T16:26:10.559000+00:00,9472,1229
31,17,2024-03-02T16:26:10.559000+00:00,9472,1229
44,7,2024-03-02T16:07:39.415000+00:00,9472,1229
55,3,2024-03-02T15:33:20.251000+00:00,9472,1229
63,5,2024-03-02T16:18:36.521000+00:00,9472,1229
77,19,2024-03-02T15:55:17.012000+00:00,9472,1229
81,8,2024-03-02T16:09:17.635000+00:00,9472,1229
1,1,2024-03-09T17:27:32.604000+00:00,9480,1230
2,15,2024-03-09T18:26:08.367000+00:00,9480,1230
3,16,2024-03-09T18:13:56.524000+00:00,9480,1230
4,8,2024-03-09T18:06:54.734000+00:00,9480,1230
10,20,2024-03-09T17:04:43.552000+00:00,9480,1230
11,2,2024-03-09T17:35:24.176000+00:00,9480,1230
14,5,2024-03-09T18:06:47.952000+00:00,9480,1230
16,3,2024-03-09T17:49:29.995000+00:00,9480,1230
18,19,2024-03-09T17:13:50.783000+00:00,9480,1230
20,12,2024-03-09T18:26:11.181000+00:00,9480,1230
22,14,2024-03-09T18:26:08.367000+00:00,9480,1230
23,11,2024-03-09T18:26:11.181000+00:00,9480,1230
24,18,2024-03-09T18:14:13.191000+00:00,9480,1230
27,10,2024-03-09T18:13:39.165000+00:00,9480,1230
31,13,2024-03-09T18:26:08.367000+00:00,9480,1230
38,7,2024-03-09T18:06:54.734000+00:00,9480,1230
44,9,2024-03-09T18:05:22.115000+00:00,9480,1230
63,6,2024-03-09T18:06:49.393000+00:00,9480,1230
77,17,2024-03-09T18:14:13.191000+00:00,9480,1230
81,4,2024-03-09T18:06:43.913000+00:00,9480,1230
1,19,2024-03-24T04:09:03.825000+00:00,9488,1231
3,12,2024-03-24T05:23:51.161000+00:00,9488,1231
4,3,2024-03-24T05:00:25.180000+00:00,9488,1231
10,13,2024-03-24T05:24:15.566000+00:00,9488,1231
11,5,2024-03-24T05:06:11.891000+00:00,9488,1231
14,6,2024-03-24T05:07:47.569000+00:00,9488,1231
16,2,2024-03-24T05:00:25.180000+00:00,9488,1231
18,7,2024-03-24T05:23:13.057000+00:00,9488,1231
20,10,2024-03-24T05:23:43.751000+00:00,9488,1231
22,8,2024-03-24T05:23:21.174000+00:00,9488,1231
23,11,2024-03-24T05:23:44.570000+00:00,9488,1231
24,15,2024-03-24T05:24:24+00:00,9488,1231
27,9,2024-03-24T05:23:34.976000+00:00,9488,1231
31,16,2024-03-24T05:24:33.596000+00:00,9488,1231
44,18,2024-03-24T04:26:29.472000+00:00,9488,1231
55,1,2024-03-24T04:06:04.021000+00:00,9488,1231
63,17,2024-03-24T05:24:33.596000+00:00,9488,1231
77,14,2024-03-24T05:24:21.984000+00:00,9488,1231
81,4,2024-03-24T05:00:38.246000+00:00,9488,1231
1,1,2024-04-07T06:31:15.611000+00:00,9496,1232
2,17,2024-04-07T06:41:07.852000+00:00,9496,1232
3,19,2024-04-07T05:04:24.774000+00:00,9496,1232
4,5,2024-04-07T06:44:13.337000+00:00,9496,1232
10,16,2024-04-07T06:41:07.852000+00:00,9496,1232
11,2,2024-04-07T06:32:58.208000+00:00,9496,1232
14,6,2024-04-07T06:38:04.307000+00:00,9496,1232
16,4,2024-04-07T06:47:22.277000+00:00,9496,1232
18,12,2024-04-07T06:58:13.256000+00:00,9496,1232
20,13,2024-04-07T06:51:50.093000+00:00,9496,1232
22,10,2024-04-07T06:27:19.587000+00:00,9496,1232
23,20,2024-04-07T05:04:24.774000+00:00,9496,1232
24,18,2024-04-07T05:46:00.583000+00:00,9496,1232
27,11,2024-04-07T06:58:13.256000+00:00,9496,1232
31,15,2024-04-07T06:40:56.976000+00:00,9496,1232
44,9,2024-04-07T06:38:12.826000+00:00,9496,1232
55,3,2024-04-07T06:47:22.277000+00:00,9496,1232
63,7,2024-04-07T06:58:51.961000+00:00,9496,1232
77,14,2024-04-07T06:48:37.550000+00:00,9496,1232
81,8,2024-04-07T06:58:51.961000+00:00,9496,1232
1,1,2024-04-21T07:35:54.472000+00:00,9673,1233
2,17,2024-04-21T08:44:11.137000+00:00,9673,1233
3,18,2024-04-21T08:06:43.549000+00:00,9673,1233
4,2,2024-04-21T07:46:34.829000+00:00,9673,1233
10,13,2024-04-21T08:40:36.662000+00:00,9673,1233
11,3,2024-04-21T08:16:29.508000+00:00,9673,1233
14,7,2024-04-21T08:33:34.837000+00:00,9673,1233
16,4,2024-04-21T08:16:29.508000+00:00,9673,1233
18,15,2024-04-21T08:46:16.562000+00:00,9673,1233
20,16,2024-04-21T08:46:16.562000+00:00,9673,1233
22,19,2024-04-21T07:55:29.940000+00:00,9673,1233
23,12,2024-04-21T08:26:56.282000+00:00,9673,1233
24,14,2024-04-21T08:40:38.201000+00:00,9673,1233
27,10,2024-04-21T08:30:15.645000+00:00,9673,1233
31,11,2024-04-21T08:28:35.748000+00:00,9673,1233
44,9,2024-04-21T08:33:34.837000+00:00,9673,1233
55,5,2024-04-21T08:23:19.118000+00:00,9673,1233
63,6,2024-04-21T08:23:20.760000+00:00,9673,1233
77,20,2024-04-21T07:38:39.608000+00:00,9673,1233
81,8,2024-04-21T08:33:34.837000+00:00,9673,1233
1,2,2024-05-05T20:47:27.238000+00:00,9507,1234
2,20,2024-05-05T20:48:53.930000+00:00,9507,1234
3,15,2024-05-05T21:35:05.073000+00:00,9507,1234
4,1,2024-05-05T20:45:36.436000+00:00,9507,1234
10,12,2024-05-05T21:18:00.474000+00:00,9507,1234
11,5,2024-05-05T21:08:33.994000+00:00,9507,1234
14,9,2024-05-05T21:21:02.664000+00:00,9507,1234
16,3,2024-05-05T20:47:29.484000+00:00,9507,1234
18,17,2024-05-05T21:35:06.500000+00:00,9507,1234
20,18,2024-05-05T21:28:57.708000+00:00,9507,1234
22,7,2024-05-05T21:08:36.607000+00:00,9507,1234
23,19,2024-05-05T21:28:57.708000+00:00,9507,1234
24,14,2024-05-05T21:35:04.117000+00:00,9507,1234
27,11,2024-05-05T21:18:00.474000+00:00,9507,1234
31,10,2024-05-05T21:21:02.664000+00:00,9507,1234
44,6,2024-05-05T21:08:34.590000+00:00,9507,1234
55,4,2024-05-05T21:06:59.930000+00:00,9507,1234
63,8,2024-05-05T21:08:37.762000+00:00,9507,1234
77,16,2024-05-05T21:35:06.500000+00:00,9507,1234
81,13,2024-05-05T21:35:03.773000+00:00,9507,1234
1,1,2024-05-19T13:41:36.878000+00:00,9515,1235
2,17,2024-05-19T14:28:12.180000+00:00,9515,1235
3,13,2024-05-19T14:29:08.720000+00:00,9515,1235
4,2,2024-05-19T13:41:42.909000+00:00,9515,1235
10,16,2024-05-19T14:28:10.207000+00:00,9515,1235
11,8,2024-05-19T14:01:27.640000+00:00,9515,1235
14,19,2024-05-19T14:25:23.884000+00:00,9515,1235
16,3,2024-05-19T13:41:46.551000+00:00,9515,1235
18,9,2024-05-19T14:12:26.002000+00:00,9515,1235
20,12,2024-05-19T14:29:08.720000+00:00,9515,1235
22,10,2024-05-19T14:12:26.002000+00:00,9515,1235
23,20,2024-05-19T13:16:21.376000+00:00,9515,1235
24,15,2024-05-19T14:26:44.225000+00:00,9515,1235
27,11,2024-05-19T14:07:01.542000+00:00,9515,1235
31,14,2024-05-19T14:25:20.267000+00:00,9515,1235
44,6,2024-05-19T14:14:26.345000+00:00,9515,1235
55,5,2024-05-19T13:44:34.922000+00:00,9515,1235
63,7,2024-05-19T14:14:26.345000+00:00,9515,1235
77,18,2024-05-19T14:28:12.180000+00:00,9515,1235
81,4,2024-05-19T13:41:47.919000+00:00,9515,1235
1,6,2024-05-26T13:44:14.176000+00:00,9523,1236
2,15,2024-05-26T15:16:23.729000+00:00,9523,1236
3,12,2024-05-26T14:49:32.396000+00:00,9523,1236
4,4,2024-05-26T13:44:14.176000+00:00,9523,1236
10,10,2024-05-26T13:44:46.278000+00:00,9523,1236
11,18,2024-05-26T13:04:19.964000+00:00,9523,1236
14,11,2024-05-26T14:49:31.974000+00:00,9523,1236
16,1,2024-05-26T12:08:08.494000+00:00,9523,1236
18,14,2024-05-26T15:00:26.117000+00:00,9523,1236
20,20,2024-05-26T12:08:08.494000+00:00,9523,1236
22,8,2024-05-26T13:44:14.176000+00:00,9523,1236
23,9,2024-05-26T13:44:46.278000+00:00,9523,1236
24,16,2024-05-26T15:16:23.729000+00:00,9523,1236
27,19,2024-05-26T12:08:08.494000+00:00,9523,1236
31,17,2024-05-26T13:45:17.660000+00:00,9523,1236
44,7,2024-05-26T13:44:14.176000+00:00,9523,1236
55,3,2024-05-26T13:44:14.176000+00:00,9523,1236
63,5,2024-05-26T13:44:14.176000+00:00,9523,1236
77,13,2024-05-26T14:53:40.175000+00:00,9523,1236
81,2,2024-05-26T12:08:08.494000+00:00,9523,1236
1,1,2024-06-09T19:17:06.644000+00:00,9531,1237
2,20,2024-06-09T18:13:36.214000+00:00,9531,1237
3,8,2024-06-09T19:45:36.581000+00:00,9531,1237
4,2,2024-06-09T19:21:08.258000+00:00,9531,1237
10,9,2024-06-09T19:48:12.945000+00:00,9531,1237
11,18,2024-06-09T19:25:29.877000+00:00,9531,1237
14,6,2024-06-09T19:11:43.498000+00:00,9531,1237
16,19,2024-06-09T18:48:00.228000+00:00,9531,1237
18,7,2024-06-09T19:22:58.895000+00:00,9531,1237
20,12,2024-06-09T19:44:23.847000+00:00,9531,1237
22,14,2024-06-09T19:44:24.435000+00:00,9531,1237
23,17,2024-06-09T19:27:31.726000+00:00,9531,1237
24,15,2024-06-09T19:27:31.726000+00:00,9531,1237
27,11,2024-06-09T19:44:23.074000+00:00,9531,1237
31,10,2024-06-09T19:48:12.945000+00:00,9531,1237
44,4,2024-06-09T19:46:33.815000+00:00,9531,1237
55,16,2024-06-09T19:27:31.726000+00:00,9531,1237
63,3,2024-06-09T19:46:33.815000+00:00,9531,1237
77,13,2024-06-09T19:44:24.435000+00:00,9531,1237
81,5,2024-06-09T19:44:03.086000+00:00,9531,1237
