driver_number,position,date,session_key,meeting_key
16,4,2023-06-18T18:19:31.482000+00:00,9110,1212
18,9,2023-06-18T19:38:08.524000+00:00,9110,1212
20,17,2023-06-18T19:19:03.434000+00:00,9110,1212
21,18,2023-06-18T19:19:03.965000+00:00,9110,1212
22,14,2023-06-18T19:17:44.873000+00:00,9110,1212
23,7,2023-06-18T18:58:04.816000+00:00,9110,1212
24,16,2023-06-18T19:17:54.764000+00:00,9110,1212
27,15,2023-06-18T19:17:51.748000+00:00,9110,1212
31,8,2023-06-18T19:17:31.264000+00:00,9110,1212
44,3,2023-06-18T18:35:39.714000+00:00,9110,1212
55,5,2023-06-18T18:19:33.013000+00:00,9110,1212
63,19,2023-06-18T19:19:03.965000+00:00,9110,1212
77,10,2023-06-18T19:38:08.805000+00:00,9110,1212
81,11,2023-06-18T19:38:09.242000+00:00,9110,1212
1,1,2023-07-02T13:46:18.212000+00:00,9118,1213
2,13,2023-07-02T13:58:07.792000+00:00,9118,1213
4,5,2023-07-02T14:11:18.715000+00:00,9118,1213
10,9,2023-07-02T14:09:30.889000+00:00,9118,1213
11,3,2023-07-02T14:17:07.600000+00:00,9118,1213
14,6,2023-07-02T13:58:37.744000+00:00,9118,1213
16,2,2023-07-02T14:05:23.737000+00:00,9118,1213
18,10,2023-07-02T14:20:09.003000+00:00,9118,1213
20,19,2023-07-02T14:26:48.073000+00:00,9118,1213
21,15,2023-07-02T13:58:13.479000+00:00,9118,1213
22,18,2023-07-02T14:29:08.680000+00:00,9118,1213
23,11,2023-07-02T14:20:09.003000+00:00,9118,1213
24,14,2023-07-02T13:58:12.182000+00:00,9118,1213
27,20,2023-07-02T13:20:27.957000+00:00,9118,1213
31,12,2023-07-02T13:58:07.792000+00:00,9118,1213
44,7,2023-07-02T13:58:48.979000+00:00,9118,1213
55,4,2023-07-02T14:17:07.600000+00:00,9118,1213
63,8,2023-07-02T13:58:57.978000+00:00,9118,1213
77,16,2023-07-02T14:24:23.685000+00:00,9118,1213
81,17,2023-07-02T14:29:08.680000+00:00,9118,1213
1,1,2023-07-09T14:10:58.695000+00:00,9126,1214
2,11,2023-07-09T15:28:51.819000+00:00,9126,1214
4,2,2023-07-09T14:10:58.695000+00:00,9126,1214
10,18,2023-07-09T15:19:45.281000+00:00,9126,1214
11,6,2023-07-09T15:19:32.532000+00:00,9126,1214
14,7,2023-07-09T15:19:32.532000+00:00,9126,1214
16,9,2023-07-09T15:16:31.801000+00:00,9126,1214
18,14,2023-07-09T15:28:53.662000+00:00,9126,1214
20,19,2023-07-09T14:54:17.387000+00:00,9126,1214
21,17,2023-07-09T15:19:45.281000+00:00,9126,1214
22,16,2023-07-09T15:27:24.680000+00:00,9126,1214
23,8,2023-07-09T15:16:30.097000+00:00,9126,1214
24,15,2023-07-09T15:27:24.680000+00:00,9126,1214
27,13,2023-07-09T15:28:53.662000+00:00,9126,1214
31,20,2023-07-09T14:19:38.467000+00:00,9126,1214
44,3,2023-07-09T14:49:53.157000+00:00,9126,1214
55,10,2023-07-09T15:16:31.801000+00:00,9126,1214
63,5,2023-07-09T14:57:40.164000+00:00,9126,1214
77,12,2023-07-09T15:28:52.803000+00:00,9126,1214
81,4,2023-07-09T14:57:37.852000+00:00,9126,1214
1,1,2023-07-23T13:03:40.366000+00:00,9133,1215
2,18,2023-07-23T14:41:12.050000+00:00,9133,1215
3,13,2023-07-23T14:08:04.757000+00:00,9133,1215
4,2,2023-07-23T14:12:41.690000+00:00,9133,1215
10,20,2023-07-23T13:03:44.929000+00:00,9133,1215
11,3,2023-07-23T14:14:12.454000+00:00,9133,1215
14,9,2023-07-23T14:04:39.917000+00:00,9133,1215
16,7,2023-07-23T14:42:20.892000+00:00,9133,1215
18,10,2023-07-23T14:05:03.651000+00:00,9133,1215
20,17,2023-07-23T14:41:12.050000+00:00,9133,1215
22,15,2023-07-23T14:39:18.130000+00:00,9133,1215
23,11,2023-07-23T14:08:01.507000+00:00,9133,1215
24,16,2023-07-23T14:39:25.505000+00:00,9133,1215
27,14,2023-07-23T14:08:08.944000+00:00,9133,1215
31,19,2023-07-23T13:03:46.944000+00:00,9133,1215
44,4,2023-07-23T14:24:02.771000+00:00,9133,1215
55,8,2023-07-23T14:35:25.212000+00:00,9133,1215
63,6,2023-07-23T14:42:20.892000+00:00,9133,1215
77,12,2023-07-23T14:08:02.351000+00:00,9133,1215
81,5,2023-07-23T14:24:02.771000+00:00,9133,1215
1,1,2023-07-30T13:35:54.139000+00:00,9141,1216
2,17,2023-07-30T14:26:08.481000+00:00,9141,1216
3,16,2023-07-30T14:24:15.341000+00:00,9141,1216
4,7,2023-07-30T13:53:48.299000+00:00,9141,1216
10,11,2023-07-30T14:05:12.463000+00:00,9141,1216
11,2,2023-07-30T13:35:54.139000+00:00,9141,1216
14,5,2023-07-30T13:58:58.186000+00:00,9141,1216
16,3,2023-07-30T13:20:41.430000+00:00,9141,1216
18,9,2023-07-30T14:21:55.937000+00:00,9141,1216
20,15,2023-07-30T14:24:10.170000+00:00,9141,1216
22,10,2023-07-30T14:16:21.112000+00:00,9141,1216
23,14,2023-07-30T14:24:10.170000+00:00,9141,1216
24,13,2023-07-30T14:24:07.951000+00:00,9141,1216
27,18,2023-07-30T14:26:08.481000+00:00,9141,1216
31,8,2023-07-30T14:21:55.937000+00:00,9141,1216
44,4,2023-07-30T13:58:58.186000+00:00,9141,1216
55,19,2023-07-30T13:40:39.620000+00:00,9141,1216
63,6,2023-07-30T13:53:46.783000+00:00,9141,1216
77,12,2023-07-30T14:07:06.712000+00:00,9141,1216
81,20,2023-07-30T13:04:27.504000+00:00,9141,1216
1,1,2023-08-27T13:22:23.234000+00:00,9149,1217
2,20,2023-08-27T13:10:21.278000+00:00,9149,1217
4,7,2023-08-27T14:29:40.256000+00:00,9149,1217
10,3,2023-08-27T15:27:17.273000+00:00,9149,1217
11,4,2023-08-27T15:27:17.273000+00:00,9149,1217
14,2,2023-08-27T14:31:01.802000+00:00,9149,1217
16,19,2023-08-27T14:04:05.237000+00:00,9149,1217
18,11,2023-08-27T15:20:33.296000+00:00,9149,1217
20,14,2023-08-27T15:27:36.491000+00:00,9149,1217
22,16,2023-08-27T15:27:37.444000+00:00,9149,1217
23,8,2023-08-27T15:20:30.046000+00:00,9149,1217
24,18,2023-08-27T14:32:51.253000+00:00,9149,1217
27,12,2023-08-27T15:20:34.561000+00:00,9149,1217
31,10,2023-08-27T15:20:32.108000+00:00,9149,1217
40,13,2023-08-27T15:27:36.210000+00:00,9149,1217
44,6,2023-08-27T15:16:40.753000+00:00,9149,1217
55,5,2023-08-27T15:16:40.753000+00:00,9149,1217
63,17,2023-08-27T15:20:36.202000+00:00,9149,1217
77,15,2023-08-27T15:27:37.444000+00:00,9149,1217
81,9,2023-08-27T15:20:30.749000+00:00,9149,1217
1,1,2023-09-03T13:59:47.870000+00:00,9157,1218
2,13,2023-09-03T14:43:31.982000+00:00,9157,1218
4,8,2023-09-03T14:29:04.741000+00:00,9157,1218
10,15,2023-09-03T14:43:31.982000+00:00,9157,1218
11,2,2023-09-03T14:29:59.335000+00:00,9157,1218
14,9,2023-09-03T14:23:22.995000+00:00,9157,1218
16,4,2023-09-03T14:09:55.176000+00:00,9157,1218
18,16,2023-09-03T14:43:31.982000+00:00,9157,1218
20,18,2023-09-03T14:22:49.980000+00:00,9157,1218
22,20,2023-09-03T13:23:56.910000+00:00,9157,1218
23,7,2023-09-03T14:31:58.083000+00:00,9157,1218
24,14,2023-09-03T14:43:31.982000+00:00,9157,1218
27,17,2023-09-03T14:22:33.074000+00:00,9157,1218
31,19,2023-09-03T14:22:49.980000+00:00,9157,1218
40,11,2023-09-03T14:43:31.982000+00:00,9157,1218
44,6,2023-09-03T14:31:58.083000+00:00,9157,1218
55,3,2023-09-03T14:29:59.335000+00:00,9157,1218
63,5,2023-09-03T14:04:17.352000+00:00,9157,1218
77,10,2023-09-03T14:26:32.603000+00:00,9157,1218
81,12,2023-09-03T14:35:20.440000+00:00,9157,1218
1,5,2023-09-17T13:50:43.835000+00:00,9165,1219
2,14,2023-09-17T13:51:49.271000+00:00,9165,1219
4,2,2023-09-17T13:20:24.933000+00:00,9165,1219
10,6,2023-09-17T13:51:00.819000+00:00,9165,1219
11,8,2023-09-17T13:51:16.912000+00:00,9165,1219
14,15,2023-09-17T13:51:49.974000+00:00,9165,1219
16,4,2023-09-17T13:50:43.553000+00:00,9165,1219
20,10,2023-09-17T13:51:34.506000+00:00,9165,1219
22,19,2023-09-17T12:05:40.125000+00:00,9165,1219
23,11,2023-09-17T13:51:35.771000+00:00,9165,1219
24,12,2023-09-17T13:51:46.037000+00:00,9165,1219
27,13,2023-09-17T13:51:48.615000+00:00,9165,1219
31,18,2023-09-17T13:19:41.778000+00:00,9165,1219
40,9,2023-09-17T13:51:28.303000+00:00,9165,1219
44,3,2023-09-17T13:50:23.725000+00:00,9165,1219
55,1,2023-09-17T11:01:04.137000+00:00,9165,1219
63,16,2023-09-17T13:51:49.974000+00:00,9165,1219
77,17,2023-09-17T13:35:16.470000+00:00,9165,1219
81,7,2023-09-17T13:51:03.991000+00:00,9165,1219
1,1,2023-09-24T05:39:46.902000+00:00,9173,1220
2,17,2023-09-24T05:44:18.100000+00:00,9173,1220
4,2,2023-09-24T06:12:53.992000+00:00,9173,1220
10,10,2023-09-24T06:36:23.732000+00:00,9173,1220
11,19,2023-09-24T05:30:46.255000+00:00,9173,1220
14,8,2023-09-24T06:06:44.936000+00:00,9173,1220
16,4,2023-09-24T06:22:47.387000+00:00,9173,1220
18,18,2023-09-24T05:44:18.100000+00:00,9173,1220
20,15,2023-09-24T06:02:22.971000+00:00,9173,1220
22,12,2023-09-24T06:12:07.742000+00:00,9173,1220
23,16,2023-09-24T05:44:07.772000+00:00,9173,1220
24,13,2023-09-24T06:12:13.883000+00:00,9173,1220
27,14,2023-09-24T06:12:13.883000+00:00,9173,1220
31,9,2023-09-24T06:36:23.732000+00:00,9173,1220
40,11,2023-09-24T06:12:05.414000+00:00,9173,1220
44,5,2023-09-24T06:29:23.677000+00:00,9173,1220
55,6,2023-09-24T06:31:02.519000+00:00,9173,1220
63,7,2023-09-24T06:31:02.519000+00:00,9173,1220
77,20,2023-09-24T05:20:24.266000+00:00,9173,1220
81,3,2023-09-24T06:17:51.736000+00:00,9173,1220
1,1,2023-10-08T16:01:06.129000+00:00,9221,1221
2,18,2023-10-08T18:09:36.653000+00:00,9221,1221
4,3,2023-10-08T18:22:47.659000+00:00,9221,1221
10,12,2023-10-08T18:32:29.356000+00:00,9221,1221
11,10,2023-10-08T18:36:39.040000+00:00,9221,1221
14,6,2023-10-08T18:24:51.423000+00:00,9221,1221
16,5,2023-10-08T18:14:37.290000+00:00,9221,1221
18,11,2023-10-08T18:32:29.356000+00:00,9221,1221
20,14,2023-10-08T18:32:34.231000+00:00,9221,1221
22,15,2023-10-08T18:09:18.153000+00:00,9221,1221
23,13,2023-10-08T18:32:34.231000+00:00,9221,1221
24,9,2023-10-08T18:36:39.040000+00:00,9221,1221
27,16,2023-10-08T18:15:25.445000+00:00,9221,1221
31,7,2023-10-08T18:26:25.172000+00:00,9221,1221
40,17,2023-10-08T18:15:25.445000+00:00,9221,1221
44,19,2023-10-08T17:04:19.243000+00:00,9221,1221
55,20,2023-10-08T17:04:19.243000+00:00,9221,1221
63,4,2023-10-08T18:22:47.659000+00:00,9221,1221
77,8,2023-10-08T18:26:31.782000+00:00,9221,1221
81,2,2023-10-08T18:22:45.909000+00:00,9221,1221
1,1,2023-10-22T20:10:36.205000+00:00,9213,1222
2,12,2023-10-22T20:33:41.274000+00:00,9213,1222
3,17,2023-10-22T20:30:43.153000+00:00,9213,1222
4,3,2023-10-22T20:27:25.062000+00:00,9213,1222
10,8,2023-10-22T20:17:58.744000+00:00,9213,1222
11,5,2023-10-22T20:34:18.852000+00:00,9213,1222
14,18,2023-10-22T20:30:43.153000+00:00,9213,1222
16,6,2023-10-22T20:34:18.852000+00:00,9213,1222
18,9,2023-10-22T20:26:28.860000+00:00,9213,1222
20,16,2023-10-22T20:30:33.184000+00:00,9213,1222
22,10,2023-10-22T20:26:32.469000+00:00,9213,1222
23,11,2023-10-22T20:30:08.825000+00:00,9213,1222
24,15,2023-10-22T20:30:31.887000+00:00,9213,1222
27,13,2023-10-22T20:33:41.274000+00:00,9213,1222
31,20,2023-10-22T19:12:36.033000+00:00,9213,1222
44,2,2023-10-22T20:27:25.062000+00:00,9213,1222
55,4,2023-10-22T20:29:13.701000+00:00,9213,1222
63,7,2023-10-22T20:17:48.213000+00:00,9213,1222
77,14,2023-10-22T20:30:26.715000+00:00,9213,1222
81,19,2023-10-22T19:23:10.725000+00:00,9213,1222
1,1,2023-10-29T20:48:29.633000+00:00,9181,1223
2,16,2023-10-29T22:07:11.238000+00:00,9181,1223
3,7,2023-10-29T21:51:13.614000+00:00,9181,1223
4,5,2023-10-29T22:00:53.307000+00:00,9181,1223
10,11,2023-10-29T21:59:58.870000+00:00,9181,1223
11,20,2023-10-29T20:03:58.617000+00:00,9181,1223
14,18,2023-10-29T21:33:31.257000+00:00,9181,1223
16,3,2023-10-29T21:23:22.768000+00:00,9181,1223
18,17,2023-10-29T22:00:10.167000+00:00,9181,1223
20,19,2023-10-29T20:49:46.866000+00:00,9181,1223
22,12,2023-10-29T22:07:08.425000+00:00,9181,1223
23,9,2023-10-29T21:36:06.286000+00:00,9181,1223
24,15,2023-10-29T22:07:11.238000+00:00,9181,1223
27,13,2023-10-29T22:07:09.753000+00:00,9181,1223
31,10,2023-10-29T21:59:56.229000+00:00,9181,1223
44,2,2023-10-29T21:23:22.768000+00:00,9181,1223
55,4,2023-10-29T20:47:25.728000+00:00,9181,1223
63,6,2023-10-29T22:00:53.307000+00:00,9181,1223
77,14,2023-10-29T22:07:10.034000+00:00,9181,1223
81,8,2023-10-29T21:45:42.807000+00:00,9181,1223
1,1,2023-11-05T18:46:38.298000+00:00,9205,1224
2,11,2023-11-05T18:44:07.159000+00:00,9205,1224
3,13,2023-11-05T18:46:24.610000+00:00,9205,1224
4,2,2023-11-05T18:46:38.298000+00:00,9205,1224
10,7,2023-11-05T18:42:22.832000+00:00,9205,1224
11,4,2023-11-05T19:00:46.163000+00:00,9205,1224
14,3,2023-11-05T19:00:46.163000+00:00,9205,1224
16,18,2023-11-05T17:03:58.465000+00:00,9205,1224
18,5,2023-11-05T18:41:02.630000+00:00,9205,1224
20,19,2023-11-05T17:03:56.872000+00:00,9205,1224
22,9,2023-11-05T18:43:53.784000+00:00,9205,1224
23,20,2023-11-05T17:03:56.872000+00:00,9205,1224
24,17,2023-11-05T18:01:20.235000+00:00,9205,1224
27,12,2023-11-05T18:45:37.533000+00:00,9205,1224
31,10,2023-11-05T18:44:01.722000+00:00,9205,1224
44,8,2023-11-05T18:42:25.473000+00:00,9205,1224
55,6,2023-11-05T18:42:20.754000+00:00,9205,1224
63,15,2023-11-05T18:46:33.001000+00:00,9205,1224
77,16,2023-11-05T18:23:17.564000+00:00,9205,1224
81,14,2023-11-05T18:46:33.001000+00:00,9205,1224
1,1,2023-11-19T07:12:23.202000+00:00,9189,1225
2,16,2023-11-19T07:27:31.170000+00:00,9189,1225
3,14,2023-11-19T07:32:25.009000+00:00,9189,1225
4,20,2023-11-19T06:11:10.173000+00:00,9189,1225
10,11,2023-11-19T07:30:31.073000+00:00,9189,1225
11,3,2023-11-19T07:33:15.742000+00:00,9189,1225
14,9,2023-11-19T07:27:11.280000+00:00,9189,1225
16,2,2023-11-19T07:33:15.742000+00:00,9189,1225
18,5,2023-11-19T07:33:33.742000+00:00,9189,1225
20,13,2023-11-19T07:27:27.592000+00:00,9189,1225
22,18,2023-11-19T07:29:43.402000+00:00,9189,1225
23,12,2023-11-19T07:17:31.259000+00:00,9189,1225
24,15,2023-11-19T07:32:25.009000+00:00,9189,1225
27,19,2023-11-19T07:28:04.169000+00:00,9189,1225
31,4,2023-11-19T07:33:32.929000+00:00,9189,1225
44,7,2023-11-19T07:33:35.367000+00:00,9189,1225
55,6,2023-11-19T07:33:34.523000+00:00,9189,1225
63,8,2023-11-19T07:33:35.367000+00:00,9189,1225
77,17,2023-11-19T07:29:43.402000+00:00,9189,1225
81,10,2023-11-19T07:30:31.073000+00:00,9189,1225
1,1,2023-11-26T13:38:25.932000+00:00,9197,1226
2,16,2023-11-26T14:31:56.411000+00:00,9197,1226
3,11,2023-11-26T14:29:55.881000+00:00,9197,1226
4,5,2023-11-26T14:16:05.250000+00:00,9197,1226
10,13,2023-11-26T14:30:09.428000+00:00,9197,1226
11,4,2023-11-26T14:31:51.505000+00:00,9197,1226
14,7,2023-11-26T14:28:10.382000+00:00,9197,1226
16,2,2023-11-26T14:31:51.505000+00:00,9197,1226
18,10,2023-11-26T14:28:25.070000+00:00,9197,1226
20,20,2023-11-26T14:15:36.141000+00:00,9197,1226
22,8,2023-11-26T14:28:10.382000+00:00,9197,1226
23,14,2023-11-26T14:30:13.068000+00:00,9197,1226
24,17,2023-11-26T14:31:58.114000+00:00,9197,1226
27,15,2023-11-26T14:31:52.348000+00:00,9197,1226
31,12,2023-11-26T14:30:04.412000+00:00,9197,1226
44,9,2023-11-26T14:14:54.594000+00:00,9197,1226
55,18,2023-11-26T14:31:58.114000+00:00,9197,1226
63,3,2023-11-26T14:31:51.505000+00:00,9197,1226
77,19,2023-11-26T14:20:03.935000+00:00,9197,1226
81,6,2023-11-26T14:16:12.937000+00:00,9197,1226
1,1,2024-03-01T16:51:58.934000+00:00,9468,1229
2,18,2024-03-01T16:18:38.873000+00:00,9468,1229
3,14,2024-03-01T16:41:02.738000+00:00,9468,1229
4,7,2024-03-01T17:01:09.329000+00:00,9468,1229
10,20,2024-03-01T16:10:03.517000+00:00,9468,1229
11,5,2024-03-01T17:01:09.329000+00:00,9468,1229
14,6,2024-03-01T17:01:09.329000+00:00,9468,1229
16,2,2024-03-01T16:52:42.597000+00:00,9468,1229
18,12,2024-03-01T16:41:02.738000+00:00,9468,1229
20,15,2024-03-01T16:40:54.269000+00:00,9468,1229
22,11,2024-03-01T16:41:02.738000+00:00,9468,1229
23,13,2024-03-01T16:41:02.738000+00:00,9468,1229
24,17,2024-03-01T16:18:38.873000+00:00,9468,1229
27,10,2024-03-01T16:59:09.197000+00:00,9468,1229
31,19,2024-03-01T16:11:00.453000+00:00,9468,1229
44,9,2024-03-01T17:01:09.329000+00:00,9468,1229
55,4,2024-03-01T17:01:01.958000+00:00,9468,1229
63,3,2024-03-01T17:00:23.301000+00:00,9468,1229
77,16,2024-03-01T16:18:38.873000+00:00,9468,1229
81,8,2024-03-01T17:01:09.329000+00:00,9468,1229
1,1,2024-03-08T17:57:25.574000+00:00,9476,1230
2,19,2024-03-08T17:18:15.911000+00:00,9476,1230
3,14,2024-03-08T17:44:11.197000+00:00,9476,1230
4,6,2024-03-08T18:05:22.342000+00:00,9476,1230
10,18,2024-03-08T17:18:15.911000+00:00,9476,1230
11,3,2024-03-08T18:05:22.342000+00:00,9476,1230
14,4,2024-03-08T18:05:22.342000+00:00,9476,1230
16,2,2024-03-08T18:05:22.342000+00:00,9476,1230
18,10,2024-03-08T18:05:00.131000+00:00,9476,1230
20,13,2024-03-08T17:44:11.197000+00:00,9476,1230
22,9,2024-03-08T18:05:00.131000+00:00,9476,1230
23,12,2024-03-08T17:44:11.197000+00:00,9476,1230
24,20,2024-03-08T17:09:24.476000+00:00,9476,1230
27,15,2024-03-08T17:38:47.140000+00:00,9476,1230
31,17,2024-03-08T17:18:15.911000+00:00,9476,1230
38,11,2024-03-08T17:42:01.031000+00:00,9476,1230
44,8,2024-03-08T18:04:25.935000+00:00,9476,1230
63,7,2024-03-08T18:04:36.249000+00:00,9476,1230
77,16,2024-03-08T17:17:50.628000+00:00,9476,1230
81,5,2024-03-08T18:05:22.342000+00:00,9476,1230
1,1,2024-03-23T05:52:14.552000+00:00,9484,1231
3,18,2024-03-23T05:19:01.157000+00:00,9484,1231
4,4,2024-03-23T06:00:00.134000+00:00,9484,1231
10,17,2024-03-23T05:19:01.157000+00:00,9484,1231
11,3,2024-03-23T05:59:44.478000+00:00,9484,1231
14,10,2024-03-23T05:57:21.704000+00:00,9484,1231
16,5,2024-03-23T06:00:00.134000+00:00,9484,1231
18,9,2024-03-23T06:00:30.702000+00:00,9484,1231
20,14,2024-03-23T05:40:03.727000+00:00,9484,1231
22,8,2024-03-23T06:00:30.702000+00:00,9484,1231
23,12,2024-03-23T05:40:03.727000+00:00,9484,1231
24,19,2024-03-23T05:18:27.958000+00:00,9484,1231
27,16,2024-03-23T05:19:01.157000+00:00,9484,1231
31,15,2024-03-23T05:32:00.688000+00:00,9484,1231
44,11,2024-03-23T05:40:10.863000+00:00,9484,1231
55,2,2024-03-23T05:59:44.478000+00:00,9484,1231
63,7,2024-03-23T05:52:28.246000+00:00,9484,1231
77,13,2024-03-23T05:40:03.727000+00:00,9484,1231
81,6,2024-03-23T06:00:00.134000+00:00,9484,1231
1,1,2024-04-06T06:51:48.206000+00:00,9492,1232
2,19,2024-04-06T06:18:36.284000+00:00,9492,1232
3,11,2024-04-06T06:40:31.518000+00:00,9492,1232
4,3,2024-04-06T06:59:31.515000+00:00,9492,1232
10,17,2024-04-06T06:18:36.284000+00:00,9492,1232
11,2,2024-04-06T06:59:31.515000+00:00,9492,1232
14,5,2024-04-06T07:00:19.960000+00:00,9492,1232
16,8,2024-04-06T07:00:19.960000+00:00,9492,1232
18,16,2024-04-06T06:18:57.878000+00:00,9492,1232
20,18,2024-04-06T06:18:36.284000+00:00,9492,1232
22,10,2024-04-06T06:56:44.093000+00:00,9492,1232
23,14,2024-04-06T06:40:37.991000+00:00,9492,1232
24,20,2024-04-06T06:10:48.385000+00:00,9492,1232
27,12,2024-04-06T06:40:31.518000+00:00,9492,1232
31,15,2024-04-06T06:40:37.991000+00:00,9492,1232
44,7,2024-04-06T07:00:19.960000+00:00,9492,1232
55,4,2024-04-06T06:52:38.629000+00:00,9492,1232
63,9,2024-04-06T06:56:44.093000+00:00,9492,1232
77,13,2024-04-06T06:40:37.991000+00:00,9492,1232
81,6,2024-04-06T07:00:19.960000+00:00,9492,1232
1,1,2024-04-20T08:04:00.627000+00:00,9664,1233
2,20,2024-04-20T07:18:21.458000+00:00,9664,1233
3,12,2024-04-20T07:52:45.101000+00:00,9664,1233
4,4,2024-04-20T08:13:08.009000+00:00,9664,1233
10,15,2024-04-20T07:52:17.584000+00:00,9664,1233
11,2,2024-04-20T08:13:08.009000+00:00,9664,1233
14,3,2024-04-20T08:13:08.009000+00:00,9664,1233
16,6,2024-04-20T08:13:08.009000+00:00,9664,1233
18,11,2024-04-20T07:52:45.101000+00:00,9664,1233
20,17,2024-04-20T07:19:21.977000+00:00,9664,1233
22,19,2024-04-20T07:19:05.301000+00:00,9664,1233
23,14,2024-04-20T07:52:17.584000+00:00,9664,1233
24,16,2024-04-20T07:19:21.977000+00:00,9664,1233
27,9,2024-04-20T08:12:10.361000+00:00,9664,1233
31,13,2024-04-20T07:52:17.584000+00:00,9664,1233
44,18,2024-04-20T07:19:21.977000+00:00,9664,1233
55,7,2024-04-20T08:13:08.009000+00:00,9664,1233
63,8,2024-04-20T08:13:08.009000+00:00,9664,1233
77,10,2024-04-20T07:52:45.101000+00:00,9664,1233
81,5,2024-04-20T08:13:08.009000+00:00,9664,1233
1,1,2024-05-04T20:52:22.829000+00:00,9498,1234
2,17,2024-05-04T20:19:27.557000+00:00,9498,1234
3,18,2024-05-04T20:19:20.442000+00:00,9498,1234
4,5,2024-05-04T21:00:46.719000+00:00,9498,1234
10,12,2024-05-04T20:40:12.778000+00:00,9498,1234
11,4,2024-05-04T21:00:15.428000+00:00,9498,1234
14,15,2024-05-04T20:41:18.903000+00:00,9498,1234
16,2,2024-05-04T20:52:38.683000+00:00,9498,1234
18,11,2024-05-04T20:40:26.972000+00:00,9498,1234
20,19,2024-05-04T20:19:20.442000+00:00,9498,1234
22,10,2024-05-04T21:01:17.463000+00:00,9498,1234
23,14,2024-05-04T20:41:18.903000+00:00,9498,1234
24,20,2024-05-04T20:18:16.475000+00:00,9498,1234
27,9,2024-05-04T21:01:17.463000+00:00,9498,1234
31,13,2024-05-04T20:40:12.778000+00:00,9498,1234
44,8,2024-05-04T21:01:17.463000+00:00,9498,1234
55,3,2024-05-04T20:52:44.255000+00:00,9498,1234
63,7,2024-05-04T20:52:57.652000+00:00,9498,1234
77,16,2024-05-04T20:19:27.557000+00:00,9498,1234
81,6,2024-05-04T21:00:46.719000+00:00,9498,1234
1,1,2024-05-18T14:51:09.331000+00:00,9511,1235
2,20,2024-05-18T14:21:49.094000+00:00,9511,1235
3,9,2024-05-18T15:00:07.959000+00:00,9511,1235
4,3,2024-05-18T15:00:50.357000+00:00,9511,1235
10,15,2024-05-18T14:39:32.386000+00:00,9511,1235
11,11,2024-05-18T14:39:44.120000+00:00,9511,1235
14,19,2024-05-18T14:21:49.094000+00:00,9511,1235
16,4,2024-05-18T15:00:50.357000+00:00,9511,1235
18,13,2024-05-18T14:39:32.386000+00:00,9511,1235
20,18,2024-05-18T14:21:49.094000+00:00,9511,1235
22,7,2024-05-18T14:52:17.408000+00:00,9511,1235
23,14,2024-05-18T14:39:32.386000+00:00,9511,1235
24,17,2024-05-18T14:21:49.094000+00:00,9511,1235
27,10,2024-05-18T14:59:28.833000+00:00,9511,1235
31,12,2024-05-18T14:39:44.120000+00:00,9511,1235
44,8,2024-05-18T15:00:07.959000+00:00,9511,1235
55,5,2024-05-18T14:52:05.740000+00:00,9511,1235
63,6,2024-05-18T14:52:17.408000+00:00,9511,1235
77,16,2024-05-18T14:18:27.475000+00:00,9511,1235
81,2,2024-05-18T15:00:50.357000+00:00,9511,1235
1,6,2024-05-25T14:59:56.263000+00:00,9519,1236
2,17,2024-05-25T14:51:29.623000+00:00,9519,1236
3,13,2024-05-25T14:51:29.623000+00:00,9519,1236
4,4,2024-05-25T14:59:56.263000+00:00,9519,1236
10,10,2024-05-25T14:59:19.884000+00:00,9519,1236
11,18,2024-05-25T14:51:29.623000+00:00,9519,1236
14,16,2024-05-25T14:51:29.623000+00:00,9519,1236
16,1,2024-05-25T14:51:29.491000+00:00,9519,1236
18,14,2024-05-25T14:51:29.623000+00:00,9519,1236
20,15,2024-05-25T14:51:29.623000+00:00,9519,1236
22,8,2024-05-25T14:59:56.263000+00:00,9519,1236
23,9,2024-05-25T14:59:19.884000+00:00,9519,1236
24,20,2024-05-25T14:51:29.623000+00:00,9519,1236
27,12,2024-05-25T14:51:29.623000+00:00,9519,1236
31,11,2024-05-25T14:51:29.623000+00:00,9519,1236
44,7,2024-05-25T14:59:56.263000+00:00,9519,1236
55,3,2024-05-25T14:59:50.055000+00:00,9519,1236
63,5,2024-05-25T14:59:56.263000+00:00,9519,1236
77,19,2024-05-25T14:51:29.623000+00:00,9519,1236
81,2,2024-05-25T14:51:42.655000+00:00,9519,1236
1,2,2024-06-08T21:00:26.063000+00:00,9527,1237
2,13,2024-06-08T20:40:06.826000+00:00,9527,1237
3,5,2024-06-08T21:00:26.063000+00:00,9527,1237
4,3,2024-06-08T21:00:26.063000+00:00,9527,1237
10,15,2024-06-08T20:31:55.581000+00:00,9527,1237
11,16,2024-06-08T20:18:36.068000+00:00,9527,1237
14,6,2024-06-08T21:00:26.063000+00:00,9527,1237
16,11,2024-06-08T20:40:06.826000+00:00,9527,1237
18,9,2024-06-08T21:00:14.685000+00:00,9527,1237
20,14,2024-06-08T20:39:57.934000+00:00,9527,1237
22,8,2024-06-08T21:00:14.685000+00:00,9527,1237
23,10,2024-06-08T21:00:14.685000+00:00,9527,1237
24,20,2024-06-08T20:17:40.296000+00:00,9527,1237
27,19,2024-06-08T20:17:40.296000+00:00,9527,1237
